dataset,features,samples,degree,runtime_seconds,gap,fdr,tpr,fpr,shd,nnz,precision,f1score,g_score
static_er_gauss_5,5,50,1,0.030829191207885742,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,50,2,0.16194891929626465,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,50,3,0.16117405891418457,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,50,4,0.08780288696289062,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,50,5,0.08051586151123047,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,50,6,0.09268403053283691,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,50,7,0.1341109275817871,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,50,8,0.07805109024047852,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,50,9,0.08863306045532227,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,50,10,0.09499716758728027,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,50,11,0.19330620765686035,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,50,12,0.04481816291809082,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,50,13,0.14587020874023438,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,50,14,0.10137486457824707,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,50,15,0.11041402816772461,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,50,16,0.0658731460571289,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,50,17,0.10643720626831055,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,50,18,0.04616713523864746,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,50,19,0.08512091636657715,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,50,20,0.08232712745666504,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,50,21,0.07108497619628906,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,50,22,0.062252044677734375,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,50,23,0.0527958869934082,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,50,24,0.11284613609313965,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,50,25,0.04268908500671387,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,50,26,0.04847598075866699,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,50,27,0.09327888488769531,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,50,28,0.08775186538696289,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,50,29,0.13948416709899902,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,50,30,0.0959157943725586,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,50,31,0.11100411415100098,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,50,32,0.0450139045715332,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,50,33,0.10357117652893066,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,50,34,0.0821230411529541,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,50,35,0.03448081016540527,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
