dataset,features,samples,degree,runtime_seconds,gap,fdr,tpr,fpr,shd,nnz,precision,f1score,g_score
static_er_gauss_5,5,100,1,0.12295103073120117,3.3338666080478274e-05,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,100,2,0.09958815574645996,3.3338666080662094e-05,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,100,3,0.1824502944946289,3.3338666080478274e-05,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,100,4,0.10892081260681152,3.3338666080478274e-05,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,100,5,0.14903903007507324,3.3338666080478274e-05,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,100,6,0.19245195388793945,3.3338666080478274e-05,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,100,7,0.10750818252563477,3.3338666080478274e-05,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,100,8,0.1740121841430664,3.3338666080478274e-05,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,100,9,0.08940720558166504,3.3338666080478274e-05,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,100,10,0.058036088943481445,3.3338666080478274e-05,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,100,11,0.06355810165405273,3.3338666080478274e-05,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,100,12,0.04102301597595215,3.3338666080478274e-05,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,100,13,0.05838274955749512,3.3338666080478274e-05,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,100,14,0.08984923362731934,3.3338666080478274e-05,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,100,15,0.06872892379760742,3.3338666080478274e-05,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,100,16,0.037162065505981445,3.3338666080478274e-05,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,100,17,0.1576681137084961,3.3338666080478274e-05,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,100,18,0.2211921215057373,3.3338666080478274e-05,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,100,19,0.06753301620483398,3.3338666080478274e-05,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,100,20,0.10199904441833496,3.3338666080478274e-05,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,100,21,0.08647394180297852,3.3338666080478274e-05,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,100,22,0.10381865501403809,3.3338666080478274e-05,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,100,23,0.12320399284362793,3.3338666080478274e-05,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,100,24,0.0957942008972168,3.3338666080478274e-05,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,100,25,0.1159980297088623,3.3338666080478274e-05,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,100,26,0.1256999969482422,3.3338666080478274e-05,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,100,27,0.18443608283996582,3.3338666080478274e-05,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,100,28,0.06266522407531738,3.3338666080478274e-05,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,100,29,0.04976987838745117,3.3338666080478274e-05,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,100,30,0.1983051300048828,3.3338666080478274e-05,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,100,31,0.1488049030303955,3.3338666080478274e-05,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,100,32,0.12251400947570801,3.3338666080478274e-05,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,100,33,0.05535078048706055,3.3338666080478274e-05,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,100,34,0.12782597541809082,3.3338666080478274e-05,0.0,0.0,0.0,0,0,0.0,0.0,0.0
static_er_gauss_5,5,100,35,0.14385414123535156,3.3338666080478274e-05,0.0,0.0,0.0,0,0,0.0,0.0,0.0
