dataset,features,samples,degree,runtime_seconds,gap,fdr,tpr,fpr,shd,nnz,precision,f1score,g_score
static_er_gauss_15,15,2000,1,7.658803939819336,0.0009987779748327989,0.0,1.0,0.0,0,2,1.0,1.0,1.0
static_er_gauss_15,15,2000,2,13.052510976791382,0.0009117801992598295,0.0,1.0,0.0,0,2,1.0,1.0,1.0
static_er_gauss_15,15,2000,3,15.37429141998291,0.0009317811631159811,0.0,1.0,0.0,0,2,1.0,1.0,1.0
static_er_gauss_15,15,2000,4,14.377726078033447,0.0009317811631159811,0.0,1.0,0.0,0,2,1.0,1.0,1.0
static_er_gauss_15,15,2000,5,18.2111599445343,0.0009317811631159811,0.0,1.0,0.0,0,2,1.0,1.0,1.0
static_er_gauss_15,15,2000,6,18.55026888847351,0.0009317811631159811,0.0,1.0,0.0,0,2,1.0,1.0,1.0
static_er_gauss_15,15,2000,7,18.990794897079468,0.0009317811631159811,0.0,1.0,0.0,0,2,1.0,1.0,1.0
static_er_gauss_15,15,2000,8,17.15540885925293,0.0009317811631159811,0.0,1.0,0.0,0,2,1.0,1.0,1.0
static_er_gauss_15,15,2000,9,18.230085849761963,0.0009317811631159811,0.0,1.0,0.0,0,2,1.0,1.0,1.0
static_er_gauss_15,15,2000,10,14.659809112548828,0.0009317811631159811,0.0,1.0,0.0,0,2,1.0,1.0,1.0
static_er_gauss_15,15,2000,11,14.667519092559814,0.0009317811631159811,0.0,1.0,0.0,0,2,1.0,1.0,1.0
static_er_gauss_15,15,2000,12,14.939810037612915,0.0009317811631159811,0.0,1.0,0.0,0,2,1.0,1.0,1.0
static_er_gauss_15,15,2000,13,18.482836961746216,0.0009317811631159811,0.0,1.0,0.0,0,2,1.0,1.0,1.0
static_er_gauss_15,15,2000,14,18.349565029144287,0.0009317811631159811,0.0,1.0,0.0,0,2,1.0,1.0,1.0
static_er_gauss_15,15,2000,15,21.4742329120636,0.0009317811631159811,0.0,1.0,0.0,0,2,1.0,1.0,1.0
static_er_gauss_15,15,2000,16,15.450498104095459,0.0009317811631159811,0.0,1.0,0.0,0,2,1.0,1.0,1.0
static_er_gauss_15,15,2000,17,18.68913769721985,0.0009317811631159811,0.0,1.0,0.0,0,2,1.0,1.0,1.0
